,spe,xyz_mat,"(2, 19)","(19, 32)","(26, 66)","(10, 66)"
-99,-3557.9734231,"[[ 1.506513  3.017685  4.502141]
 [-0.083567  1.775944  1.424256]
 [-0.463615  2.016215  4.373687]
 [-2.084383  1.648629  2.553682]
 [ 1.389846  3.717112  1.75669 ]
 [-4.07901  -1.604786 -2.461897]
 [-3.398379 -0.752249 -1.47958 ]
 [ 0.525779  2.466925  3.807322]
 [-2.024355  0.745488  0.389283]
 [ 0.871841  2.403172  2.351393]
 [-1.333584  1.431708  1.516061]
 [-1.321242  0.135785 -0.654416]
 [-4.11675  -0.136859 -0.449248]
 [-3.411295  0.613503  0.48325 ]
 [-2.020008 -0.62244  -1.58404 ]
 [-5.208984 -1.298383 -2.793056]
 [-3.453172 -2.55595  -2.888537]
 [ 1.276244  2.958787  5.443199]
 [ 0.490189  1.519595  0.54413 ]
 [-1.512815  1.809863  3.387838]
 [ 0.604001  4.476305  1.713251]
 [ 2.222012  4.08527   2.358142]
 [ 1.760016  3.515367  0.747363]
 [-0.23875   0.193611 -0.729865]
 [-3.9533    1.038374  1.319939]
 [ 2.496186  0.147208  1.860169]
 [ 4.089577  0.223625 -0.039517]
 [ 3.692436  6.48242   0.042212]
 [ 2.036592 -1.290617 -0.242627]
 [ 6.416111  2.253508 -0.117914]
 [-3.545389 -1.371752  3.104475]
 [ 1.681969  1.171446 -0.381883]
 [ 1.366313 -1.442955  4.135958]
 [-0.367393 -3.359154 -0.255327]
 [ 2.352413  2.798214 -3.111894]
 [ 3.119647  4.605418 -1.546165]
 [ 4.660247 -1.225661 -1.840883]
 [ 5.132215 -0.307859 -4.029979]
 [ 5.01555   4.337308 -0.114291]
 [ 3.953945  5.123192 -0.55601 ]
 [ 3.803469 -2.858759  0.098121]
 [ 4.392851  2.555801 -1.621516]
 [ 4.453283  0.058852 -1.359116]
 [ 4.668212 -2.561428 -1.115919]
 [ 5.251044  3.06187  -0.630433]
 [ 6.073307 -2.901176 -0.542013]
 [ 3.316153  3.333383 -2.0833  ]
 [ 4.959454 -1.403909 -3.193312]
 [ 4.976456  0.975832 -3.509327]
 [ 1.864609 -2.871938  1.568516]
 [ 2.557847 -2.368285  0.45855 ]
 [ 5.82616  -4.084221  0.414166]
 [ 4.614121  1.186031 -2.174309]
 [ 3.774016 -4.31791   2.028133]
 [ 0.494904 -2.393297  1.931675]
 [ 4.426638 -3.806897  0.914857]
 [-1.880606 -2.348301  1.469807]
 [ 2.489337 -3.865748  2.3279  ]
 [-0.583863 -2.681234  1.074363]
 [-1.051155 -1.379051  3.488831]
 [ 0.257279 -1.736678  3.155438]
 [-2.138024 -1.699609  2.674441]
 [ 4.334684 -3.515595 -2.298843]
 [ 5.023474 -2.878721 -3.520726]
 [ 2.517784  0.15511   0.371363]
 [ 1.715611  1.681508  2.359107]
 [ 3.23045   7.154093 -0.685679]
 [ 3.012641  6.410708  0.899175]
 [ 4.617064  6.94507   0.39596 ]
 [ 7.105617  2.885733  0.445953]
 [ 6.967116  1.787594 -0.939697]
 [ 6.067101  1.451722  0.539954]
 [-3.617487 -0.33522   3.449342]
 [-4.257927 -1.511629  2.286681]
 [-3.85844  -2.015443  3.932773]
 [ 1.081304 -0.604454  4.779443]
 [ 1.545515 -2.304457  4.788883]
 [ 2.292666 -1.191809  3.62062 ]
 [ 0.232658 -2.727029 -0.91869 ]
 [-1.322254 -3.561649 -0.747758]
 [ 0.171484 -4.304178 -0.136406]
 [ 2.823329  2.674073 -4.091196]
 [ 1.974769  1.82314  -2.792645]
 [ 1.505836  3.478608 -3.230612]
 [ 2.285051  5.204484 -1.905652]
 [ 5.377101 -0.445986 -5.078925]
 [ 5.685942  4.726922  0.649195]
 [ 6.431813 -2.036415  0.026376]
 [ 6.800795 -3.117998 -1.329707]
 [ 5.120567  1.842353 -4.148414]
 [ 6.557327 -4.133467  1.225609]
 [ 5.86981  -5.042217 -0.118674]
 [ 4.257234 -5.052955  2.664899]
 [-2.71138  -2.600822  0.81223 ]
 [ 1.959325 -4.267194  3.18695 ]
 [-1.227282 -0.86131   4.431125]
 [ 4.651038 -4.544151 -2.102874]
 [ 3.249334 -3.515754 -2.446301]
 [ 4.524744 -3.120978 -4.463142]
 [ 6.064119 -3.214226 -3.610623]
 [-1.503588 -1.149587 -2.377489]
 [-5.44945  -0.361859 -0.258069]
 [-6.307966  0.594589 -0.854638]
 [-6.241897  1.559562 -0.33857 ]
 [-6.084988  0.712415 -1.91832 ]
 [-7.713811  0.04938  -0.706936]
 [-8.770824  0.984526 -1.30399 ]
 [-7.828894 -1.139563 -1.325066]
 [-8.019967 -0.115607  0.598462]
 [-8.709426  2.177758 -0.703499]
 [-8.543651  1.158408 -2.607045]
 [-9.987918  0.484171 -1.14015 ]]",1.081449274452112,1.5488858482050896,1.7922926514576238,1.110318083970535
-98,-3557.97338289,"[[ 1.507068  3.016598  4.501595]
 [-0.08415   1.776809  1.423465]
 [-0.462076  2.013227  4.373276]
 [-2.084106  1.647662  2.554148]
 [ 1.393038  3.715207  1.756439]
 [-4.079352 -1.604872 -2.461845]
 [-3.398815 -0.752256 -1.479523]
 [ 0.526467  2.465576  3.806831]
 [-2.024884  0.745757  0.389137]
 [ 0.872156  2.402402  2.350866]
 [-1.333917  1.431773  1.515874]
 [-1.321756  0.136115 -0.654583]
 [-4.117212 -0.136935 -0.449157]
 [-3.411791  0.613533  0.483298]
 [-2.020477 -0.622278 -1.584096]
 [-5.209355 -1.298587 -2.793012]
 [-3.453388 -2.555941 -2.888503]
 [ 1.277139  2.956951  5.442861]
 [ 0.488833  1.5209    0.543182]
 [-1.512022  1.807916  3.388047]
 [ 0.610803  4.47681   1.713177]
 [ 2.22613   4.080495  2.357831]
 [ 1.762749  3.512664  0.74711 ]
 [-0.239265  0.194055 -0.730114]
 [-3.953754  1.038314  1.320066]
 [ 2.495586  0.14772   1.859378]
 [ 4.089463  0.223933 -0.039573]
 [ 3.692439  6.482547  0.042435]
 [ 2.036598 -1.290635 -0.242918]
 [ 6.41599   2.253592 -0.117233]
 [-3.545589 -1.372107  3.104707]
 [ 1.681813  1.171404 -0.38327 ]
 [ 1.366184 -1.441945  4.136054]
 [-0.3672   -3.359117 -0.254936]
 [ 2.353246  2.798749 -3.112512]
 [ 3.120072  4.605727 -1.546348]
 [ 4.660513 -1.225491 -1.840624]
 [ 5.132479 -0.30787  -4.029783]
 [ 5.015515  4.337414 -0.113925]
 [ 3.954073  5.123389 -0.555897]
 [ 3.803585 -2.858405  0.098535]
 [ 4.39319   2.556021 -1.621477]
 [ 4.453567  0.059083 -1.35902 ]
 [ 4.668297 -2.561236 -1.115566]
 [ 5.251101  3.062004 -0.630079]
 [ 6.073381 -2.901197 -0.541737]
 [ 3.31669   3.333717 -2.083532]
 [ 4.959657 -1.403861 -3.193045]
 [ 4.976861  0.975889 -3.509234]
 [ 1.864684 -2.871328  1.568856]
 [ 2.557918 -2.36793   0.45877 ]
 [ 5.826121 -4.084096  0.414596]
 [ 4.614515  1.186228 -2.174243]
 [ 3.774028 -4.317328  2.028707]
 [ 0.494926 -2.392782  1.931919]
 [ 4.42669  -3.80649   0.915372]
 [-1.880595 -2.348302  1.470061]
 [ 2.489392 -3.865018  2.328421]
 [-0.583782 -2.681021  1.074646]
 [-1.051349 -1.378866  3.48908 ]
 [ 0.257169 -1.736123  3.155644]
 [-2.138153 -1.699677  2.674692]
 [ 4.3345   -3.515375 -2.298425]
 [ 5.023367 -2.878707 -3.520376]
 [ 2.517443  0.155432  0.370524]
 [ 1.714634  1.679002  2.358574]
 [ 3.229395  7.153906 -0.685072]
 [ 3.013546  6.41057   0.900094]
 [ 4.617177  6.945711  0.395241]
 [ 7.105404  2.885811  0.446752]
 [ 6.967159  1.787585 -0.938853]
 [ 6.066768  1.451876  0.540605]
 [-3.617896 -0.335593  3.449583]
 [-4.258081 -1.512108  2.286894]
 [-3.858535 -2.01587   3.93299 ]
 [ 1.080832 -0.60363   4.779635]
 [ 1.54591  -2.303404  4.788892]
 [ 2.292349 -1.190378  3.62058 ]
 [ 0.232729 -2.727012 -0.918422]
 [-1.322036 -3.561869 -0.747314]
 [ 0.171835 -4.304029 -0.135849]
 [ 2.824322  2.675289 -4.091839]
 [ 1.975855  1.823388 -2.793813]
 [ 1.506465  3.478939 -3.230975]
 [ 2.285594  5.204836 -1.906032]
 [ 5.377289 -0.446092 -5.078736]
 [ 5.685697  4.726932  0.649796]
 [ 6.432096 -2.036438  0.026526]
 [ 6.800767 -3.11823  -1.329469]
 [ 5.121046  1.842328 -4.148417]
 [ 6.557369 -4.133384  1.225964]
 [ 5.869545 -5.042155 -0.118152]
 [ 4.257177 -5.052355  2.665546]
 [-2.711317 -2.601016  0.81249 ]
 [ 1.959348 -4.266312  3.187523]
 [-1.227576 -0.86116   4.431375]
 [ 4.650632 -4.543997 -2.102436]
 [ 3.249141 -3.515287 -2.445826]
 [ 4.524542 -3.120909 -4.462758]
 [ 6.063936 -3.214444 -3.610311]
 [-1.504039 -1.149415 -2.377542]
 [-5.449896 -0.362049 -0.257993]
 [-6.308398  0.594411 -0.854577]
 [-6.242311  1.559384 -0.33851 ]
 [-6.085384  0.712237 -1.918252]
 [-7.714281  0.049284 -0.706941]
 [-8.77117   0.984554 -1.304032]
 [-7.829436 -1.139632 -1.325107]
 [-8.020518 -0.115708  0.598436]
 [-8.709661  2.177772 -0.703523]
 [-8.543909  1.158428 -2.607074]
 [-9.988329  0.48434  -1.140259]]",1.0810629466682316,1.5503748071740586,1.78994615456555,1.1104666378365446
-97,-3557.97334188,"[[ 1.50756   3.015563  4.501081]
 [-0.08467   1.777709  1.422716]
 [-0.46062   2.010288  4.372843]
 [-2.083792  1.646703  2.554615]
 [ 1.396571  3.713125  1.756162]
 [-4.079684 -1.604954 -2.461794]
 [-3.399247 -0.752265 -1.479464]
 [ 0.527239  2.464128  3.806207]
 [-2.02542   0.746045  0.389008]
 [ 0.872568  2.401443  2.350363]
 [-1.334256  1.431887  1.515731]
 [-1.322283  0.136454 -0.654735]
 [-4.117675 -0.137015 -0.449066]
 [-3.412299  0.613565  0.483347]
 [-2.020942 -0.622113 -1.58414 ]
 [-5.209714 -1.298788 -2.792976]
 [-3.453593 -2.555929 -2.888471]
 [ 1.278363  2.954193  5.442221]
 [ 0.487439  1.522182  0.542227]
 [-1.511029  1.806003  3.38837 ]
 [ 0.614266  4.476158  1.71306 ]
 [ 2.23062   4.07731   2.357679]
 [ 1.76573   3.510104  0.746728]
 [-0.239801  0.194506 -0.730339]
 [-3.954237  1.038246  1.320192]
 [ 2.494982  0.1483    1.858559]
 [ 4.089328  0.224246 -0.039603]
 [ 3.692434  6.482682  0.042655]
 [ 2.036601 -1.290623 -0.24317 ]
 [ 6.415868  2.253689 -0.116555]
 [-3.545787 -1.372458  3.104936]
 [ 1.68167   1.171358 -0.38468 ]
 [ 1.366056 -1.440929  4.136149]
 [-0.366998 -3.359087 -0.254536]
 [ 2.354072  2.799289 -3.113125]
 [ 3.120487  4.606038 -1.546526]
 [ 4.660777 -1.225319 -1.840349]
 [ 5.132723 -0.307878 -4.029575]
 [ 5.015474  4.337532 -0.113565]
 [ 3.954192  5.123596 -0.555788]
 [ 3.803702 -2.858041  0.098962]
 [ 4.393518  2.556244 -1.62143 ]
 [ 4.453851  0.059314 -1.358912]
 [ 4.66838  -2.561041 -1.1152  ]
 [ 5.25115   3.062145 -0.629723]
 [ 6.073451 -2.901227 -0.541455]
 [ 3.317213  3.334051 -2.083756]
 [ 4.959851 -1.40381  -3.192765]
 [ 4.977246  0.975948 -3.509129]
 [ 1.864756 -2.870719  1.569209]
 [ 2.557994 -2.367563  0.459018]
 [ 5.82607  -4.083984  0.415022]
 [ 4.614898  1.186427 -2.174164]
 [ 3.774028 -4.316767  2.029273]
 [ 0.494944 -2.392269  1.932171]
 [ 4.426735 -3.806088  0.915889]
 [-1.880582 -2.348305  1.470315]
 [ 2.489438 -3.864306  2.328941]
 [-0.5837   -2.680813  1.074934]
 [-1.051545 -1.378689  3.489336]
 [ 0.257057 -1.73557   3.155856]
 [-2.13828  -1.699746  2.674946]
 [ 4.334299 -3.515146 -2.297993]
 [ 5.023243 -2.878691 -3.520013]
 [ 2.51711   0.155754  0.369637]
 [ 1.713931  1.676408  2.357801]
 [ 3.228375  7.153734 -0.684479]
 [ 3.01441   6.410411  0.90097 ]
 [ 4.617271  6.946348  0.394542]
 [ 7.105191  2.885908  0.447542]
 [ 6.967199  1.787596 -0.938015]
 [ 6.066454  1.452041  0.541263]
 [-3.618294 -0.335955  3.449798]
 [-4.258231 -1.512596  2.287102]
 [-3.85863  -2.016276  3.933214]
 [ 1.080352 -0.602804  4.779822]
 [ 1.546352 -2.30234   4.788887]
 [ 2.292031 -1.188909  3.620536]
 [ 0.232819 -2.727002 -0.918138]
 [-1.3218   -3.562095 -0.746869]
 [ 0.172199 -4.303887 -0.13528 ]
 [ 2.825294  2.676598 -4.092461]
 [ 1.976987  1.823634 -2.795048]
 [ 1.507068  3.47924  -3.231302]
 [ 2.286127  5.205192 -1.906401]
 [ 5.377436 -0.446194 -5.078536]
 [ 5.685452  4.726967  0.650381]
 [ 6.432393 -2.036489  0.026695]
 [ 6.800724 -3.118477 -1.329228]
 [ 5.121478  1.842312 -4.1484  ]
 [ 6.557396 -4.133345  1.226315]
 [ 5.869245 -5.042104 -0.117638]
 [ 4.257089 -5.051817  2.666153]
 [-2.711247 -2.601214  0.812747]
 [ 1.959351 -4.265484  3.188071]
 [-1.227876 -0.861012  4.431624]
 [ 4.650195 -4.543835 -2.101972]
 [ 3.248929 -3.514797 -2.445316]
 [ 4.524309 -3.120832 -4.462351]
 [ 6.06373  -3.214665 -3.60998 ]
 [-1.504474 -1.149236 -2.377573]
 [-5.450344 -0.362245 -0.257924]
 [-6.308828  0.594233 -0.854517]
 [-6.242718  1.559199 -0.338443]
 [-6.085777  0.712063 -1.918185]
 [-7.714748  0.049191 -0.706947]
 [-8.771513  0.984581 -1.304076]
 [-7.829973 -1.1397   -1.32515 ]
 [-8.021063 -0.115807  0.598409]
 [-8.709894  2.177786 -0.703551]
 [-8.544165  1.158446 -2.607105]
 [-9.988737  0.484507 -1.140371]]",1.0806773962339549,1.5519090653082739,1.7872876933580109,1.1106857219024653
-96,-3557.97330037,"[[ 1.508129  3.014468  4.500528]
 [-0.085277  1.778606  1.4219  ]
 [-0.459154  2.007335  4.372427]
 [-2.083536  1.64573   2.555041]
 [ 1.399803  3.71121   1.755916]
 [-4.080005 -1.605038 -2.461745]
 [-3.399666 -0.752276 -1.479401]
 [ 0.527961  2.462789  3.805682]
 [-2.025952  0.746318  0.388862]
 [ 0.872804  2.400785  2.349836]
 [-1.33462   1.431964  1.515558]
 [-1.32279   0.136785 -0.654887]
 [-4.118129 -0.137095 -0.448974]
 [-3.412796  0.613598  0.483395]
 [-2.021394 -0.621955 -1.584183]
 [-5.210058 -1.298983 -2.792942]
 [-3.453785 -2.555917 -2.888441]
 [ 1.279201  2.952468  5.441897]
 [ 0.486174  1.523139  0.541358]
 [-1.51012   1.80423   3.38879 ]
 [ 0.621617  4.476846  1.713256]
 [ 2.234815  4.071789  2.357209]
 [ 1.768294  3.507502  0.746373]
 [-0.240306  0.194936 -0.730581]
 [-3.954692  1.038193  1.320316]
 [ 2.494361  0.148863  1.857783]
 [ 4.089215  0.224553 -0.039649]
 [ 3.692435  6.482813  0.042873]
 [ 2.03661  -1.290636 -0.243443]
 [ 6.415749  2.253781 -0.115889]
 [-3.54598  -1.372811  3.105165]
 [ 1.681527  1.171328 -0.3861  ]
 [ 1.365938 -1.439943  4.136243]
 [-0.366799 -3.359065 -0.254141]
 [ 2.354881  2.799817 -3.113724]
 [ 3.120896  4.606343 -1.546696]
 [ 4.661044 -1.225151 -1.84008 ]
 [ 5.132962 -0.307891 -4.029377]
 [ 5.015439  4.337643 -0.113207]
 [ 3.954313  5.123795 -0.555675]
 [ 3.803819 -2.857688  0.099383]
 [ 4.393845  2.556462 -1.621384]
 [ 4.454134  0.059544 -1.358807]
 [ 4.668464 -2.560851 -1.11484 ]
 [ 5.251204  3.062282 -0.629374]
 [ 6.073524 -2.901264 -0.54118 ]
 [ 3.317732  3.334381 -2.083975]
 [ 4.960043 -1.403762 -3.192492]
 [ 4.977626  0.976004 -3.509034]
 [ 1.864833 -2.870121  1.569551]
 [ 2.558069 -2.367206  0.459251]
 [ 5.826023 -4.083883  0.41544 ]
 [ 4.61528   1.186622 -2.174092]
 [ 3.774027 -4.316223  2.029827]
 [ 0.49497  -2.391766  1.932418]
 [ 4.426781 -3.805702  0.916396]
 [-1.880567 -2.348311  1.470567]
 [ 2.489484 -3.863608  2.329447]
 [-0.583615 -2.680611  1.075219]
 [-1.051733 -1.37852   3.48959 ]
 [ 0.256952 -1.735029  3.156066]
 [-2.138403 -1.699818  2.675196]
 [ 4.3341   -3.514924 -2.29757 ]
 [ 5.023119 -2.878678 -3.51966 ]
 [ 2.516761  0.156097  0.368799]
 [ 1.712864  1.673979  2.357347]
 [ 3.227363  7.153563 -0.683895]
 [ 3.015276  6.410292  0.901855]
 [ 4.617377  6.946971  0.393857]
 [ 7.104983  2.885993  0.448323]
 [ 6.967239  1.787601 -0.937195]
 [ 6.06613   1.452195  0.541892]
 [-3.618694 -0.336324  3.450028]
 [-4.258378 -1.513075  2.287311]
 [-3.858721 -2.016694  3.93343 ]
 [ 1.079874 -0.602062  4.780075]
 [ 1.546805 -2.301347  4.788835]
 [ 2.2917   -1.187449  3.620482]
 [ 0.232898 -2.727003 -0.917867]
 [-1.321575 -3.562328 -0.746424]
 [ 0.172552 -4.303756 -0.134718]
 [ 2.826253  2.6778   -4.093106]
 [ 1.978052  1.823861 -2.796178]
 [ 1.507658  3.479563 -3.231626]
 [ 2.286644  5.205533 -1.906758]
 [ 5.37759  -0.446301 -5.078348]
 [ 5.685215  4.726986  0.650963]
 [ 6.432678 -2.036533  0.02685 ]
 [ 6.800692 -3.118719 -1.328996]
 [ 5.121921  1.842283 -4.148406]
 [ 6.557431 -4.133294  1.226656]
 [ 5.868971 -5.04206  -0.117138]
 [ 4.257014 -5.051271  2.666765]
 [-2.71118  -2.601405  0.813002]
 [ 1.959359 -4.264649  3.188617]
 [-1.228169 -0.860899  4.431887]
 [ 4.649774 -4.543682 -2.101536]
 [ 3.248722 -3.514324 -2.444835]
 [ 4.524091 -3.120763 -4.461964]
 [ 6.063531 -3.214883 -3.609669]
 [-1.504902 -1.14907  -2.377607]
 [-5.450781 -0.362443 -0.257856]
 [-6.309246  0.594056 -0.854457]
 [-6.243111  1.559019 -0.33838 ]
 [-6.086159  0.711889 -1.918118]
 [-7.715204  0.049098 -0.706951]
 [-8.771846  0.98461  -1.304116]
 [-7.830498 -1.139767 -1.325189]
 [-8.021596 -0.115905  0.598385]
 [-8.710117  2.177801 -0.703572]
 [-8.544412  1.158466 -2.607131]
 [-9.989133  0.484675 -1.140476]]",1.0803582032150263,1.553324858519299,1.7850155642349455,1.1108574077517779
-95,-3557.97325798,"[[ 1.508603  3.013438  4.500003]
 [-0.085822  1.779559  1.421161]
 [-0.457638  2.00439   4.371966]
 [-2.083215  1.644797  2.555554]
 [ 1.403349  3.709112  1.755617]
 [-4.080317 -1.605118 -2.461697]
 [-3.400086 -0.752289 -1.479337]
 [ 0.528681  2.461359  3.80507 ]
 [-2.026497  0.746622  0.388744]
 [ 0.873261  2.399756  2.349313]
 [-1.334958  1.432106  1.515402]
 [-1.323314  0.137132 -0.655022]
 [-4.118586 -0.13718  -0.448884]
 [-3.41331   0.613633  0.483447]
 [-2.021846 -0.62179  -1.584212]
 [-5.210392 -1.299177 -2.792917]
 [-3.453966 -2.555901 -2.888414]
 [ 1.280498  2.949567  5.441237]
 [ 0.484617  1.524864  0.540308]
 [-1.509245  1.802166  3.388901]
 [ 0.62476   4.476069  1.712834]
 [ 2.239289  4.069165  2.35719 ]
 [ 1.771488  3.504743  0.746087]
 [-0.24084   0.195416 -0.730767]
 [-3.955194  1.038127  1.320438]
 [ 2.493759  0.149466  1.856949]
 [ 4.089083  0.224866 -0.039669]
 [ 3.692425  6.482954  0.043088]
 [ 2.036614 -1.290621 -0.243673]
 [ 6.415628  2.253889 -0.115222]
 [-3.546173 -1.373159  3.105389]
 [ 1.681384  1.171274 -0.387523]
 [ 1.365819 -1.438939  4.136335]
 [-0.366587 -3.35905  -0.253734]
 [ 2.355687  2.800355 -3.114325]
 [ 3.121293  4.60665  -1.546863]
 [ 4.661308 -1.224978 -1.839795]
 [ 5.13318  -0.3079   -4.029164]
 [ 5.015396  4.337768 -0.112855]
 [ 3.954425  5.124005 -0.555566]
 [ 3.803937 -2.857324  0.099819]
 [ 4.394158  2.556683 -1.621331]
 [ 4.454417  0.059774 -1.358687]
 [ 4.668546 -2.560655 -1.114465]
 [ 5.251248  3.062428 -0.629024]
 [ 6.073592 -2.90131  -0.540896]
 [ 3.318234  3.33471  -2.084183]
 [ 4.960225 -1.403712 -3.192205]
 [ 4.977985  0.976062 -3.508924]
 [ 1.864905 -2.869523  1.569909]
 [ 2.55815  -2.366834  0.459515]
 [ 5.825961 -4.083795  0.415857]
 [ 4.615649  1.186819 -2.174005]
 [ 3.774013 -4.315698  2.030375]
 [ 0.494988 -2.391265  1.932674]
 [ 4.426819 -3.805319  0.916907]
 [-1.880549 -2.348318  1.470819]
 [ 2.489519 -3.862927  2.329955]
 [-0.58353  -2.680413  1.07551 ]
 [-1.051926 -1.378354  3.489849]
 [ 0.256843 -1.734488  3.156283]
 [-2.138526 -1.69989   2.675447]
 [ 4.333882 -3.514691 -2.297126]
 [ 5.022977 -2.878662 -3.519288]
 [ 2.51643   0.156426  0.367908]
 [ 1.712152  1.671305  2.356475]
 [ 3.226359  7.1534   -0.68331 ]
 [ 3.016119  6.41014   0.902709]
 [ 4.617459  6.947604  0.393171]
 [ 7.104767  2.886105  0.449104]
 [ 6.967283  1.787626 -0.936367]
 [ 6.065824  1.452371  0.542543]
 [-3.619088 -0.336679  3.450226]
 [-4.258523 -1.513574  2.287519]
 [-3.858809 -2.017088  3.933658]
 [ 1.079373 -0.601293  4.780308]
 [ 1.547325 -2.300316  4.788778]
 [ 2.291368 -1.185905  3.620428]
 [ 0.233    -2.727008 -0.917574]
 [-1.321326 -3.562574 -0.745975]
 [ 0.172929 -4.303625 -0.134132]
 [ 2.82719   2.679224 -4.093719]
 [ 1.979241  1.824072 -2.79748 ]
 [ 1.508204  3.479811 -3.231883]
 [ 2.287163  5.205887 -1.907118]
 [ 5.377698 -0.446405 -5.078146]
 [ 5.684971  4.727032  0.651535]
 [ 6.432985 -2.036612  0.027029]
 [ 6.800642 -3.118985 -1.328756]
 [ 5.122316  1.842267 -4.148383]
 [ 6.557446 -4.133294  1.226998]
 [ 5.868649 -5.042028 -0.116641]
 [ 4.256902 -5.050787  2.667341]
 [-2.711104 -2.601606  0.813258]
 [ 1.959344 -4.263863  3.189144]
 [-1.22847  -0.860776  4.432146]
 [ 4.649303 -4.543518 -2.101058]
 [ 3.248491 -3.513812 -2.444302]
 [ 4.523832 -3.120683 -4.461544]
 [ 6.063303 -3.215113 -3.60933 ]
 [-1.505317 -1.148889 -2.377618]
 [-5.451223 -0.362647 -0.257798]
 [-6.309664  0.593878 -0.854401]
 [-6.243503  1.558831 -0.338309]
 [-6.086543  0.71172  -1.918054]
 [-7.715658  0.049007 -0.706958]
 [-8.772176  0.984638 -1.30416 ]
 [-7.83102  -1.139834 -1.325231]
 [-8.022125 -0.116     0.598358]
 [-8.71034   2.177815 -0.7036  ]
 [-8.544657  1.158485 -2.607162]
 [-9.989527  0.484839 -1.140586]]",1.0798945334406502,1.5550393901602622,1.7822540977778674,1.1110491724158746
